VKM;UNIQUE;Keeper Name / Halter Name / Nom du détenteur / Название владельца;Country Страна;Status Статус;www.;
MGW;MGW;mgw Service GmbH & Co. KG;DE;in use;mgwservice.de;
MGWB;MGWB;MGW Gleis- und Weichenbau-Gesellschaft mbH & Co. KG;DE;in use;mgw-berlin.de;
MH;MH;Museumseisenbahn Hanau e.V.;DE;in use;museumseisenbahn-hanau.de;
MHB;MHB;Magdebburg-Hannover Baugeselischaft mbH;DE;in use;mhb-net.de;
MHEL;MHEL;MHEL Müchelner Hoch-, Erd- und Leitungsbau GmbH;DE;in use;mhel.eu;
MHÉV;MHEV;MÁV-HÉV Helyiérdekű Vasút Zártkörűen Működő Részvénytársaság;HU;in use;mav-hev.hu;
MHG;MHG;TRANSPORTWERK Magdeburger Hafen GmbH;DE;in use;magdeburg-hafen-gvz.eu;
MHP;MHP;MHP TRADE B.V.;NL;in use;;
MHVG;MHVG;MülheimerVerkersgesellschaft mbH;DE;in use;muelheimer-verkehrsgesellschaft.de;
MI;MI;MIBRAG;DE;in use;mibrag.de;
MIB;MIB;Kraftwerk Oberhasli (Meiringen-Innertkirchen-Bahn);CH;in use;grimselstrom.ch/Angebote/mib;OTIF
MIC;MIC;Michels GmbH & Co. KG;DE;in use;michels-online.de;
MICOS;MICOS;MICOS S.P.A.;IT;in use;micosspa.it;
MIDC;MIDC;MidCargo AB;SE;Revoked;midcargo.se;
MIGRO;MIGRO;Migro sp. z o.o.;PL;in use;;
MIKRS;MIKRS;MIKRON´S Mikronize Mineral Indüstrisi Tic. A.Ş.;TR;in use;mikrons.com.tr;OTIF
MIL;MIL;Milsped GmbH;DE;in use;milsped.com;
MILLS;MILLS;Roland Mills GmbH Co. KG;DE;in use;rolandmillsunited.de;
MIR;MIR;Mercitalia Rail S.r.l.;IT;in use;;
MIRAL;MIRAL;MI-RAILWAY;PL;in use;mi-railway.pl;
MIS;MIS;SILVANIA INTERNATIONAL PROD. SRL;RO;in use;misgrup.ro;
MISA;MISA;Millet SAS;FR;in use;;
MIST;MIST;Mercitalia Shunting & Terminal S.r.l.;IT;in use;mercitaliashuntingandterminal.it;
MIT;MIT;MERCITALIA TERMINAL SPA;IT;in use;mercitaliaterminal.it;
MITL;MITL;Majestic Imperator Train de Luxe Waggon Charter GmbH;AT;in use;imperialtrain.com;
MITRA;MITRA;Mitrag AG;CH;in use;mitrag.ch;OTIF
MJ;MJ;Museiföreningen Munkedals Jernväg;SE;in use;munkedalsjernvag.com;
MJA;MJA;Markus Johannes Amrein;CH;in use;ew-nostalgie.ch/Daten;OTIF
Mjba;MJBA;Midtjyske jernbaner A/S;DK;in use;;
MjbaD;MJBAD;Midtjyske Jernbaner Drift A/S;DK;in use;;
MK;MK;MK-RAIL Mateusz Kędziak;PL;in use;;
MKB;MKB;Mindener Kreisbahnen;DE;in use;mkb.de;
MKBB;MKBB;AG Märkische Kleinbahn e.V.;DE;in use;mkb-berlin.de;
MKERT;MKERT;MÁV KERT Kft.;HU;in use;;
MKO;MKO;Museumseisenbahn Küstenbahn Ostfriesland e.V.;DE;in use;mkoev.de;
MKT;MKT;Majkoltrans Sp. Z o.o.;PL;in use;majkoltrans.pl;
MLBYD;MLBYD;P.W. M&L Roman Mierzbiczak;PL;in use;;
MLJ;MLJ;Malmö-Limhamns Järnväg;SE;in use;cementa.se;
MLS;MLS;Mobil Lok Servis sp. z o.o.;PL;in use;mobills.eu;
MLV;MLV;Martinsberger Lokalbahnverein;AT;in use;lokalbahnverein.at;
MM;MM;Mermec S.p.A. sivuliike Suomessa;FI;in use;mermecgroup.com;
MMIRL;MMIRL;Mini Maritza-Iztok EAD / Мини Марица-Изток ЕАД;BG;in use;marica-iztok.com;
MML;MML;Midland Main Line;UK;Blocked;midlandmainline.com;
MMR;MMR;MMRailservice GmbH;DE;in use;;
MMV;MMV;Magyar Magánvasút ZRt.;HU;in use;mmv.hu;
MMVRO;MMVRO;MMV RAIL ROMANIA SA;RO;in use;mmvrail.ro;
MNDL;MNDL;MONDIAL SA;RO;in use;;
MNOS;MNOS;MÁV Nosztalgia Kft.;HU;in use;mavnosztalgia.hu;
MNZ;MNZ;MONZAS, spol. s r.o.;CZ;in use;monzas.cz;
MOB;MOB;Compagnie du Chemins de fer Montreux-Oberland bernois;CH;in use;mob.ch;OTIF
MOFR;MOFR;MONFER France S.A.;FR;in use;;
MOL;MOL;MOL Hungarian Oil and Gas Company;HU;in use;mol.hu;
MOLCY;MOLCY;MOL CY NV;BE;in use;molcy.com;
Moli;MOLI;Molinari Rail Deutschland GmbH;DE;in use;molinari-rail.com;
MONDI;MONDI;Mondi Stamboliiski;BG;in use;mondigroup.com;
MONF;MONF;MONFER S.p.A.;IT;in use;monfer.net;
MONSA;MONSA;MONDI ŚWIECIE S.A.;PL;in use;mondigroup.com;
MONTI;MONTI;Monti GmbH;DE;in use;monti-bau.de;
MORIS;MORIS;MORIS s.r.o.;SK;in use;moris.com.pl;
MORVI;MORVI;Morvi Sp. Z o.o.;DE;in use;;
MOS;MOS;Mosolf Automotive Railway GmbH;DE;in use;mosolf.de;
MOTAB;MOTAB;Motala Train AB;SE;Revoked;motalatrain.se;
MOVO;MOVO;MOVO spol. s r.o.;CZ;in use;;
MOŽ;MOZ;Moravská železnični s.r.o.;CZ;in use;moravskazeleznicni.cz;
MP;MP;Petr Majernik;CZ;in use;t211.cz;
MPF;MPF;MIPAF, s.r.o.;CZ;in use;mipaf.cz;
MPKIS;MPKIS;Muzeum Przemysłu i Kolejnictwa na Śląsku;PL;in use;muzeatechniki.pl;
MPL;MPL;MORIS Sp. z o.o.;PL;in use;moris.com.pl;
MR;MR;Metroferro Roma ("Met.Ro.");IT;Blocked;atac.roma.it;
MRE;MRE;Merseyrail Electrics 2002 Ltd;UK;in use;merseyrail.org;
MREC;MREC;MÁV-REC Kft.;HU;in use;mavrec.hu;
MRG;MRG;Martin Rose Gleisbau;DE;in use;rose-gleisbau.de;
MRL;MRL;Mendip Rail Limited;UK;in use;;
MROSE;MROSE;Martin Rose GmbH & Co.KG;DE;in use;;
MRPK;MRPK;Wytwórnia Uszczelek „MORPAK” Paweł Jaworski;PL;in use;morpak.pl;
MRS;MRS;Mobile Rail Service GmbH;DE;in use;mobite-railservise.com;
MRU;MRU;Museumseisenbahn Rahden-Uchte e.V.;DE;in use;;
MSK;MSK;Metanolsko sirćetni kompleks a.d. Kikinda;RS;in use;msk.co.rs;OTIF
MSM;MSM;European Train Company BV;NL;in use;;
MSO;MSO;Mittal Steel Ostrava a.s.;CZ;Revoked;;
MSSA;MSSA;MSSA S.A.S;FR;in use;metauxspeciaux.fr;
MST;MST;Martin Steinbrecher GmbH;DE;in use;steinbrecher-gmbh.de;
MSV;MSV;Michel Spezialtief- und Verkehrsbau GmbH;DE;in use;;
MT;MT;METRANS, a.s.;CZ;in use;;
MTAB;MTAB;LKAB Malmtrafik AB;SE;in use;lkab.com.;
MTAS;MTAS;Malmtrafik A/S;NO;Revoked;lkab.com;
MTB;MTB;Förderverein für die Müglitztalbahn e.V;DE;in use;mueglitztalbahn.de;
MTBNO;MTBNO;MTB gmbH;DE;in use;mtb-bau.de;
MTC;MTC;MT CARGO SPEDITION;SK;in use;mtcargo.sk;
MTD;MTD;METRANS (Danubia) a.s.;SK;in use;metrans.cz;
MTEG;MTEG;Muldental-Eisenbahnverkehrsgesellschaft mbH;DE;in use;mteg.de;
MTF;MTF;MANTENIMIENTO TÉCNICO FERROVIARIO, S.L.;ES;in use;smtf.es;
MTFR;MTFR;Metro.ferr srl;IT;in use;metroferr.it;
MThB;MTHB;Verein Historische Mittel-Thurgau-Bahn (MThB);CH;in use;mthb.ch;OTIF
MTMG;MTMG;MTMG Zrt.;HU;in use;mtmgzrt.com;
MTPL;MTPL;METRANS (Polonia) sp. z o. o.;PL;in use;metrans.eu;
MTR;MTR;METRANS Rail s.r.o.;CZ;in use;metransrail.eu;
MTRD;MTRD;METRANS Rail (Deutchland) GmbH;DE;in use;metransrail.eu;
MTRRS;MTRRS;MERTANS DYKO Rail Repair Shop, s.r.o.;CZ;in use;dyko.cz;
MTRX;MTRX;MTR Express (Sweden) AB;SE;in use;mtrexpress.se;
MTW;MTW;MTW Rail AB;SE;in use;mtwrail.com;
MTXRO;MTXRO;METROREX SA;RO;in use;metrorex.ro;
MTZ;MTZ;Mongolian Railways (MTЗ);MN;in use;mtz.mn;OTIF
MUEC;MUEC;Modell- und Eisenbahnclub -Rehau e.V;DE;in use;lokschuppen-selb.de;
MUS;MUS;Mostecká uhelná a.s.;CZ;Revoked;;
MVA;MVA;Magyar Vasúti Árúszállító Korlátolt Felelősségű Társaság;HU;in use;mvakft.hu;
MVB;MVB;Migros Verteilbetrieb AG;CH;in use;mvb.ch;OTIF
MVG;MVG;Märkische Eisenbahn Gesellschaft, Plettenberg;DE;in use;;
MVH;MVH;Maansiirto Veli Hyyryläinen Oy;FI;in use;mvh.fi;
MVNAG;MVNAG;Migros Verteilbetrieb AG;CH;Revoked;mvn.ch;OTIF
MVR;MVR;Transport Montreux-Vevey-Riviera;CH;in use;mob.ch;OTIF
MVS;MVS;Miljø og Veiservice AS;NO;in use;mvs.as;
MVSFI;MVSFI;Museoveturiseura r.y.;FI;in use;veturimuseo.fi;
MW;MW;Metro Warszawskie Sp. z o.o.;PL;in use;metro.waw.pl;
MWAB;MWAB;Midwaggon AB;SE;in use;midwaggon.se;
MWB;MWB;Mittelweserbahn GmbH;DE;in use;evb-elbe-weser.de;
MWBri;MWBRI;Montawerke Brixlegg;AT;in use;montanwerke-brixlegg.com;
MWRO;MWRO;MW Romania SA;RO;in use;;
MXMU;MXMU;MODALIS;FR;in use;modalis.com;
MYMA;MYMA;Myma Invest, s.r.o.;SK;in use;;
MZ;MZ;Makedonske Zelenice;MK;in use;;OTIF
MZE;MZE;MZ Eisenbahndienstleistungen;DE;in use;;
NACCO;NACCO;NACCO SAS;FR;in use;;
NAEF;NAEF;N.A.E.F. Srl;IT;in use;naefsrl.com;
NAFTA;NAFTA;NAFTA-PETROCHEM;SI;in use;nafta-petrochem.si;
NAJA;NAJA;Natrop und Jansen GmbH;DE;in use;;
NAL;NAL;Nagel Baumaschinen Magdeburg GmbH;DE;in use;nagel-gruppe.de;
NAN;NAN;N+N – Konstrukce a dopravní stavby Litoměřice, s.r.o.;CZ;in use;nanlitomerice.cz;
NAP;NAP;Fábrica Nitrato de Amónio de Portugal, S.A.;PT;Revoked;adp-fertilizantes.pt;
NATRI;NATRI;NATRIX sp. z o.o.;PL;in use;natrix.pl;
NAVI;NAVI;NAVILAND CARGO;FR;in use;naviland-cargo.com;
NBE;NBE;NBE nordbahn Eisenbahngesellschaft mbH & Co. KG;DE;in use;nordbahn.de;
NBEG;NBEG;Nordbayerische Eisenbahn GmbH;DE;in use;nbe-group.eu;
NBEL;NBEL;NBE Logistik GmbH;DE;Revoked;nbe-logistik.com;
NBIK;NBIK;Nostalgiebahnen in Kärnten;AT;in use;nostalgiebahn.at;
NBN;NBN;Niederösterreichische Bahnnostalgie;AT;in use;;
NBSE;NBSE;Nebenbahn Staßfurt-Egein e.V.;DE;in use;nebenbahn-stassfurt-egeln.com;
NBVJ;NBVJ;Nora Bergslags Veteran-Jernväg;SE;in use;nbvj.nu;
NC;NC;DB Cargo Italia S.r.l.;IT;in use;dbcargo.com;
NCHZ;NCHZ;FORTISCHEM a.s.;SK;in use;nchz.sk;
NCOST;NCOST;Nuove Costruzioni S.r.l.;IT;in use;;
NCS;NCS;DAHER PROJECTS GmbH;DE;in use;daher.com;
NCV;NCV;NCV AG Neue Chemie Versorgung und Vermietung von Eisenbahnwagen;CH;Revoked;;OTIF
NDLNR;NDLNR;Nordliner Gesellschaft für Eisenbahnverkehr mbH;DE;in use;;
NDLO;NDLO;Norwegian Defence Logistics Organisation;NO;Revoked;forsvarsmateriell.com;
NDMA;NDMA;Forsvarsmateriell (Norwegian Defence Materiel Agency);NO;in use;forsvarsmateriell.com;
NE;NE;Neusser Eisenbahn;DE;in use;hafen-neuss.de/eisenbahn/main.html;
NEB;NEB;Niederbarnimer Eisenbahn;DE;in use;neb.de;
NEBB;NEBB;NEB Betriebsgesellschaft mbH;DE;in use;neb.de;
NEBKM;NEBKM;NITROERG S.A.;PL;in use;nitroerg.pl;
NEG;NEG;Norddeutsche Eisenbahn Niebüll GmbH;DE;in use;neg-niebuell.de;
NEON;NEON;Neochim AD / Неохим АД;BG;in use;;
NeS;NES;Netzwerkbahn Sachsen GmbH;DE;in use;netzwerkbahn-sachsen.de;
NeSA;NESA;NeSA Eisenbahn-Betriebsgesellschaft Neckar-Schwarzwald-Alb mbH;DE;in use;nesa-bahn.de;
NETS;NETS;NETTUNIA SUD S.r.l.;IT;in use;;
NEWAG;NEWAG;NEWAG Spółka Akcyjna;PL;in use;newag.pl;
NFCV;NFCV;Nadačni fond Český vlak.;CZ;in use;revolutiontrain.com;
NFG;NFG;NFG Bahnservice GmbH;DE;in use;nfg-bahnservice.de;
NGTS;NGTS;Niğtaş Mikronize Kalsit Ticaret ve Sanayi Ltd. Şti.;TR;in use;nigtasmikronize.com;OTIF
NHN;NHN;NHN spol. s r.o.;CZ;in use;;
NHT;NHT;Neftekhimtrans - Société russe Neftekhimtrans, Entreprise d’Etat;RU;in use;gpnht.ru;OTIF
NHTR;NHTR;NH-TRANS, SE;CZ;in use;nh-trans.cz;
NI;NI;Nibler GmbH Fernleitungsbau;DE;in use;nibler.de;
NIAG;NIAG;Niederrheinische Verkehrsbetriebe AG NIAG;DE;in use;niag-online.de;
NIR;NIR;Northern Ireland Railways Company Limited;UK;Blocked;nirailways.co.uk;
NiRO;NIRO;NiRoVe GmbH;DE;in use;nirove.de;
NIRS;NIRS;N1 Rail Services Süd GmbH;DE;in use;n1-rail.com;
NIS;NIS;NIS a.d. Narodnog fronta 12, Novi Sad;RS;in use;nis.eu;OTIF
NITRA;NITRA;POPASUL TREBES SRL;RO;in use;;
NITRO;NITRO;Zakłady Chemiczne “NITRO-CHEM” S.A.;PL;in use;nitrochem.com.pl;
NJ;NJ;Nässjö Järnvägsmuseum;SE;in use;lokstallet.se;
NJA;NJA;Stiftelsen Norsk Jernbanearv;NO;in use;;
NJD;NJD;Norsk Jernbanedrift AS;NO;in use;njd.no;
NJDM;NJDM;NJD Maskin AS;NO;in use;njd.no;
NJDR;NJDR;NJD Railvac AS;NO;in use;njd.no;
NJJ;NJJ;Nordjyske Jernbaner;DK;in use;njba.dk;
NJM;NJM;Nynäshamns Järnvägsmuseum;SE;in use;njm.nu;
NK;NK;Nordkalk AB;SE;in use;nordkalk.com;
NKG;NKG;NEWAG KG Bahntechnik;DE;in use;;
NKN;NKN;NKN Usługi Kolejowe Sp. z o.o.;PL;in use;nkn.com.pl;
NKPL;NKPL;Nordkalk Sp. z o.o.;PL;in use;nordkalk.pl;
NLB;NLB;Verein Neue Landesbahn;AT;in use;landesbahn.at;
NLEF;NLEF;DBV Förderverein Niederlausitzer Eisenbahn e.V.;DE;in use;nlef.de;
NLNSM;NLNSM;Stichting Nederlands Spoorwegmuseum;NL;in use;spoorwegmuseum.nl;
NLPB;NLPB;Nationalparkbahn Hunsrück-Hochwald UG (haftungsbeschränkt);DE;in use;;
NLTEE;NLTEE;Stichting TEE Nederland;NL;in use;stichtingtee.nl;
NMBS;NMBS;Nationale Maatschappij van Belgische Spoorwegen;BE;in use;nmbs.be;
NME;NME;Neukölln-Mittenwalder Eisenbahn-Gesellschaft;DE;in use;neukoelln-mittenwalder-eisenbahn.de;
NMNV;NMNV;NMN Hoch und Tiefbau GmbH;DE;in use;nmn-gmbh.de;
NMT;NMT;Norsk Museumstog;NO;in use;njk.no/norsk-museumstog-dekker-hele-landet;
NNH;NNH;Norilsk Nickel Harjavalta Oy;FI;in use;nornik.fi;
NOB;NOB;Nord-Ostsee-Bahn;DE;in use;nord-ostsee-bahn.de;
NOBEG;NOBEG;NOBEG - Reinold;DE;in use;;
NOE;NOE;Orient Express;FR;in use;orient-express.com;
NOKTA;NOKTA;NOKTA RAIL ULUSLAR ARASI TAŞIMACILIK VE TIC. A.Ş.;TR;in use;noktalojistik.com.tr;OTIF
NOPAS;NOPAS;Novopacký parostrojní spolek;CZ;in use;nps.one;
NOR;NOR;Norske Tog AS;NO;in use;norsketog.no;
NORCM;NORCM;NORCEM AS;NO;in use;norcem.no;
NORDI;NORDI;NORDIGAS, a.s.;CZ;in use;;
NORTH;NORTH;Northland Logistics AB;SE;in use;northland.eu;
NÖSBB;NOSBB;Niederösterreichische Schneebergbahn GmbH;AT;in use;schneebergbahn.at;
NOSTA;NOSTA;NOSTA Niederösterreichische Außenhandelsgesellschaft mbH;AT;in use;;
NOTAR;NOTAR;Impresa Luigi Notari S.p.A.;IT;in use;impresaluiginotari.com;
NOTR;NOTR;Nordic Train AB;SE;in use;vida.se;
NOVA;NOVA;NOVATRANS;FR;in use;novatrans.eu;
NOVAC;NOVAC;Novacarb;FR;in use;novacap.fr;
NOVAL;NOVAL;NOVA Leasing a.s.;SK;in use;novaleasing.sk;
NOVES;NOVES;Novesia Mineralölhandelsges. mbH;DE;in use;;
NÖVOG;NOVOG;Niederösterreichische Verkehrsorganisationsgesellschaft mbH;AT;in use;noevog.at;
NOWRE;NOWRE;NOWREM sp. j. G. Iwański, D. Łata;PL;in use;nowrem.pl;
NP;NP;NUOVI PROGETTI SRL;IT;in use;nuoviprogettisrl.it;
NPG;NPG;NPG Bau Neuschitzer GmbH & Co KG;AT;in use;;
NPL;NPL;Neopul - Sociedade de Estudos e Construção, S.A.;PT;in use;neopul.pt;
NPS;NPS;Nordic Paper Seffle AB;SE;in use;nordic-paper.com;
NPZ;NPZ;Verein MThB-NPZ;CH;in use;mthb-npz.ch;OTIF
NR;NR;NetRail AB;SE;in use;netrail.se;
NRAIL;NRAIL;Northrail Fahrzeugverwaltung GmbH;DE;in use;northrail.eu;
NRCFI;NRCFI;NRC Group Finland Oy;FI;in use;nrcgroup.fi;
NRCM;NRCM;NRC Bane AS;NO;in use;nrcgroup.com;
NRCS;NRCS;Nordic Railway Construction Sverige AB;SE;in use;nrcgroup.se;
NRE;NRE;Verein Nostalgie Rhein Express (NRE);CH;in use;nostalgie-rhein-express.ch;OTIF
NREC;NREC;Nossen-Riesaer Eisenbahn-Compagnie (NRE) GmbH;DE;in use;nre-compagnie.de;
NRFAB;NRFAB;Nordic Re-Finance AB;SE;in use;nordicrefinance.se;
NRIC;NRIC;National railway infrastructure company / Национална компания "Железопътна инфраструктура";BG;in use;rail-infra.bg;
NRIL;NRIL;Network Rail;UK;in use;networkrail.co.uk;
NRS;NRS;Nordic Rail Service GmbH;DE;in use;nordic-rail-service.de;
NRSLH;NRSLH;Normandie Rail Services SAS;FR;in use;;
NS;NS;N.V. Nederlandse Spoorwegen;NL;in use;ns.nl;
NSB;NSB;Norges Statsbaner BA;NO;Revoked;nsb.no;
NSBAG;NSBAG;Neusiedler Seebahn;AT;Revoked;nsb-ag.at;
NSOLM;NSOLM;Nuova Solmine S.p.A.;IT;in use;;
NStCM;NSTCM;Compagnie du chemin de fer Nyon-St-Cergue-Morez;CH;in use;--;OTIF
NT;NT;Nedtrain;NL;in use;nedtrain.nl;
NTA;NTA;Norsk Transport AS;NO;in use;;
NTAB;NTAB;Nordiska Tåg AB;SE;in use;;
NTARI;NTARI;NOTARI S.R.L.;IT;in use;;
NTB;NTB;Nassauische Touristik-Bahn e.V;DE;in use;aartalbahn.de;
NTG;NTG;NTG Bau GmbH;DE;in use;ntg-bau.de;
NTM;NTM;Národní technické muzeum (NTM);CZ;in use;ntm.cz;
NTP;NTP;NITROPOROS SRL;RO;in use;;
NTS;NTS;Northrail technical service GmbH &Co. KA;DE;in use;northrail.eu;
NTSAB;NTSAB;Nordic Tamping Service AB;SE;in use;nts-ab.se;
NTV;NTV;Nuovo Transporto Viaggiatori S.p.A. ''NTV'';IT;in use;ntvspa.it;
NU;NU;Faik Nuhaj Industriedienstungen;DE;in use;;
HBM;NVM;NOVOMETAL DOO NOVI SAD;RS;in use;novometaldoo.com;OTIF
NWB;NWB;NordWestBahn GmbH;DE;in use;nordwestbahn.de;
NWC;NWC;NordWestCargo GmbH;DE;in use;nordwestcargo.de;
NWN;NWN;NETINERA WERKE GmbH;DE;in use;netinera-werke.de;
NWP;NWP;Lokalbahn Neuenmarkt-Waizenkirchen-Peuerbach;AT;Revoked;stern-verkehr.at;
NX;NX;National Express;UK;Blocked;nationalexpressgroup.com;
NXG;NXG;National Express Rail GmbH;DE;in use;nationalexpress.de;
NXRL;NXRL;Nexrail AssetCo S.a.r.l.;LU;in use;nexrail.lease;
NZTK;NZTK;Nadwiślański Zakład Transportu Kolejowego Sp. z o.o.;PL;Revoked;;
OBAS;OBAS;Ofotbanen;NO;in use;ofotbanen.no;
ÖBB;OBB;Österreichische Bundesbahnen;AT;in use;oebb.at;
OBEV;OBEV;Osning-Bahn e.V.;DE;in use;osningbahn.de;
OBJ;OBJ;Ohs Bruks Järnvägs museiförening;SE;in use;ohsabanan.com;
OBL;OBL;OBL LOGISTIC DOO;RS;in use;;OTIF
OBROK;OBROK;OBROKA UG (haftungsabeschränkt);DE;in use;;
OC;OC;Société du chemin de fer Orbe-Chavornay SA;CH;Revoked;uo-oc.ch/orberail.html;OTIF
OCG;OCG;Oceanogate Italia SPA;IT;in use;;
OCK;OCK;Fidum Bau AG;DE;in use;;
OCRI;OCRI;Oak Capital Rail Invest GmbH;DE;in use;oak-capital.de;
OCRM;OCRM;Oak Capital Rail Management GmbH;DE;in use;oak-capital.de;
OCTOP;OCTOP;OCTOPUS Rijeka  d.o.o.;HZ;in use;octopus.hr;
OCTOS;OCTOS;OКТОПOД С;BG;in use;;
OCVIA;OCVIA;OC'VIA Maintenance;FR;in use;ocvia.fr;
OD;OD;Oftobanen Drift AS;NO;in use;oftobanen.no;
ODC;ODC;Ostravská dopravni společnost - Cargo, a.s.;CZ;in use;odos-cargo.cz;
ODEG;ODEG;ODEG Ostdeutsche Eisenbahn GmbH;DE;in use;odeg.de;
ODF;ODF;Osnabrücker Dampflokfreunde e.V;DE;in use;osnabruecker-dampflokfreunde.de;
ODIN;ODIN;ODIN Logistics AG;DE;in use;railwagon-rentpool.eu;
ODOS;ODOS;OSTRAVSKA DOPRAVNI SPOLEČNOST, a.s.;CZ;in use;odos.cz;
OeBB;OEBB;Oensingen-Balsthal-Bahn;CH;in use;oebb.ch;OTIF
OEF;OEF;Oberhessische Eisenbahnfreunde e.V.;DE;in use;oef-online.de;
OEGIE;OEGIE;Stiftung BSW, Oberhessische Eisenbahnfreunde Gießen;DE;in use;;
OFPSO;OFPSO;OFP-SUD OUEST;FR;in use;;
OFR;OFR;OFFROY;FR;in use;tso.fr\offroy.asp;
OFZ;OFZ;OFZ, a.s.;SK;in use;;
ÖGEG;OGEG;Österreichische Gesellschaft für Eisenbahngeschichte (ÖGEG);AT;in use;oegeg.at;
OHE;OHE;Osthannorversche Eisenbahnen AG;DE;in use;ohe-ag.de;
OHEGO;OHEGO;OHE Cargo GmbH;DE;in use;one-cargo.de;
OILBG;OILBG;Ойл ЕООД;BG;in use;;
OILCO/ОИЛКО;OILCO;OILCO KDA Skopie, R Macedonia;BG;in use;oilco.com.mk;
OINS;OINS;Avirunion, a.s., závod Nové Sedlo;CZ;in use;;
OIRH;OIRH;Avirunion, a.s., závod Rudolfova huť;CZ;in use;;
OJF;OJF;Orsa Jernvägsförening;SE;in use;orsajf.se;
ÖJS;OJS;Museiföreningen Örnsköldsviks JärnvägsSällskap;SE;in use;ojs.nu;
OKB;OKB;Sällskapet Ostkustbanans vänner;SE;in use;web.telia.com/~u26608499/index.htm;
OKDD;OKDD;OKD, Doprava, a.s.;CZ;Revoked;;
OKTAN;OKTAN;Arcturus-Bunker sp. z o.o.;PL;in use;arcturus-bunker.pl;
OKTO;OKTO;Outokumpu Stainless Oy;FI;in use;outokumpu.com;
OKVMT;OKVMT;OKV, spol. s r.o.;SK;in use;okvmartin.sk;
ÖKWBG;OKWBG;ÖKOMBI GmbH;AT;in use;oekombi.at;
OLA;OLA;Ostseeland Verkehr GmbH;DE;in use;ostseelandverkehr.de;
OLAV;OLAV;OLAVION sp. z o. o.;PL;in use;olavion.pl;
OLDOP;OLDOP;OLOMOUCKÁ DOPRAVNI s.r.o.;CZ;in use;;
OLI;OLI;OLICHON;FR;in use;olichon.fr;
OLIVA;OLIVA;ОЛИВА АД / OLIVA AD;BG;in use;oliva.bg;
OLKOL;OLKOL;ZNTK OLEŚNICA S.A.;PL;in use;zntkolesnica.com.pl;
OLMET;OLMET;OLMET SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ SP. K.;PL;in use;olmet.pl;
OLPP;OLPP;OPERATOR LOGISTYCZNY PALIW PŁYNNYCH Sp. z o.o.;PL;in use;olpp.pl;
OLT;OLT;OLTCHIM SA;RO;in use;oltchim.ro;
OMNL;OMNL;Omniloko sp. z o. o.;PL;in use;;
OMSRO;OMSRO;OMSAN LOGISTICA SRL;RO;in use;omsan.com/ro/;
OMTRN;OMTRN;Transtech Oy;FI;in use;transtech.fi;
OMV;OMV;OMV PETROM SA;RO;in use;;
OMVB;OMVB;OMV Bulgaria OOD;BG;in use;omv.bg;
ONCF;ONCF;Org.Nat. Des C.deF Maroquins;MA;in use;oncf.ma;OTIF
ONE;ONE;One (Greater Anglia Rail Franchise);UK;Blocked;;
ONGUM;ONGUM;ÖNDER GÜMRÜKLEME DENIZCILIK VE TIC. LTD. ŞTI;TR;in use;ondergumrukleme.com;OTIF
OOS;OOS;Ostravské opravny a strojírny, s.r.o.;CZ;in use;;
OPEN;OPEN;OPEN RAIL;FR;in use;;
OPET;OPET;Opet Petrolcülük AS;TR;in use;opet.com.tr;OTIF
OPTIS;OPTIS;OPTISPED, a.s.;SK;Revoked;;
ORAY;ORAY;ORAYSAN İNŞAAT LOJİSTİK SAN. VE TİC. A.Ş.;TR;in use;oraysanl.com.tr;OTIF
ORF;ORF;Operail Finland Oy;FI;in use;operail.com;
ORION;ORION;F.H.U. ORION Kolej Krzysztof Warchoł;PL;in use;orionkolej.pl;
ORKOL;ORKOL;ORLEN KolTrans S.A.;PL;in use;orlenkoltrans.pl;
ORLEN;ORLEN;Polski Koncern Naftowy ORLEN S.A.;PL;in use;orlen.pl;
ORME;ORME;On Rail - Gesellschaft für Eisenbahnausrüstung und Zubehör mbH;DE;in use;on-rail.com;
ORO;ORO;ORIONE S.r.l.;IT;in use;orionetrasporti.it;
ORWU;ORWU;On Rail Gesellschaft für Vermietung und Verwaltung von Eisenbahnwaggons mbH;DE;in use;orv-moers.de;
OSAG;OSAG;Osterwalder St. Gallen AG;CH;in use;osterwalder-sg.ch;OTIF
OSB;OSB;SWEG Südwestdeutsche Landesverkehrs-AG;DE;Revoked;sweg.de;
OSE;OSE;Organismos Sidirodromon Ellados;EL;in use;ose.gr;
OSEF;OSEF;Ostsächsische Eisenbahnfreunde e.V;DE;in use;ostsaechsische-eisenbahnfreunde.de;
ÖSEK;OSEK;Austrovapor Bahnnostalgie Veranstaltungs GmbH;AT;in use;eisenbahnmuseum-heizhaus.com;
ÖSlJ;OSLJ;Östra Södermanlands Järnväg;SE;in use;oslj.nu;
OSSR;OSSR;Ministerstvo obrany SR;SK;in use;;
OST;OST;LOK-OST OLOF STILLE;DE;in use;lok-ost.de;
OSTRA;OSTRA;Osterwalder Transport AG;CH;in use;;OTIF
OT;OT;AB Östgötatrafiken;SE;in use;ostgotatrafiken.se;
OTDTL;OTDTL;Oiltanking Deutschland GmbH & Co. KG;DE;in use;oiltanking.com;
OTEX;OTEX;Optima Tours BG /Oптима турс БГ;BG;in use;;
