linie;linienname;bpk_anfang;bpk_ende;km_anfang;km_ende;stationierung_anfang;stationierung_ende;n;e;n2;e2;geopos;geopos2;tst
9668;"Projekt Alptransit Spange Rotkreuz""""";Freudenberg;Bruglen (Spw);46.898;48.5;0;1000000;1222705.8451;2676881.7664;1220734.67;2676694.104;8.45235729905, 47.1508593851;8.44954835753, 47.1331522682;"{""type"": ""LineString"", ""coordinates"": [[8.45235729905, 47.1508593851], [8.44954835753, 47.1331522682]]}"
9728;Riesbachtunnel II;Zurich HB Museumstrasse;Zurich Tiefenbrunnen;0.05;0.052;0;1000000;1248092.25;2683227.093;1244970.095;2684833.357;8.54071416407, 47.378408208;8.56138984971, 47.3501246826;"{""type"": ""LineString"", ""coordinates"": [[8.54071416407, 47.378408208], [8.56138984971, 47.3501246826]]}"
9780;Bruttenertunnel West;Dietlikon Nord (Vzw);Tossmuhle;350.911;359.748;0;1000000;1253159.031;2689246.815;1258887.986;2695552.583;8.62142665152, 47.4231866927;8.70621045014, 47.4738213515;"{""type"": ""LineString"", ""coordinates"": [[8.62142665152, 47.4231866927], [8.70621045014, 47.4738213515]]}"
9783;Bruttenertunnel Sud;Bassersdorf Ost (Vzw);Mulberg Ost;252.162;253.873;0;1000000;1254784.65;2689955.1;1254858.473;2691613.362;8.63113963011, 47.4377095751;8.65313451903, 47.4381447156;"{""type"": ""LineString"", ""coordinates"": [[8.63113963011, 47.4377095751], [8.65313451903, 47.4381447156]]}"
9854;Gontenbad - Appenzell;Gontenbad;Appenzell;22.92;25.913;0;1000000;1244111.893;2746154.934;1243833.908;2748966.524;9.37243690816, 47.3316636093;9.40952979938, 47.32853478;"{""type"": ""LineString"", ""coordinates"": [[9.37243690816, 47.3316636093], [9.40952979938, 47.32853478]]}"
140;Brig - Visp - Zermatt;Brig MGB-fo;Zermatt;0.002;43.867;0;1000000;1129884.681;2642340.212;1097039.094;2623977.846;7.9883625254, 46.3190304929;7.74828106379, 46.0244734001;"{""type"": ""LineString"", ""coordinates"": [[7.9883625254, 46.3190304929], [7.74828106379, 46.0244734001]]}"
153;St-Jean - Geneve-La Praille;Carouge-Bachet saut du Km;Geneve-La-Praille (cul-de-sac);65.409;66.9;0;1000000;1114616.116;2498705.227;1115788.108;2499052.519;6.12691506699, 46.1753773474;6.13115827564, 46.1859708541;"{""type"": ""LineString"", ""coordinates"": [[6.12691506699, 46.1753773474], [6.13115827564, 46.1859708541]]}"
162;Lausanne-Triage P1 - Lonay B;Lausanne-Triage P1;Lonay B (bif);9.404;9.711;0;1000000;1153121.378;2530137.689;1153022.02;2529846.956;6.52811303923, 46.5257328802;6.52433932758, 46.5248086896;"{""type"": ""LineString"", ""coordinates"": [[6.52811303923, 46.5257328802], [6.52433932758, 46.5248086896]]}"
164;Lecheires - Denges A;Lecheires (bif);Denges A (bif);7.36;8.267;0;1000000;1154107.782;2531895.696;1153533.643;2531193.53;6.55087772931, 46.5347871365;6.54181125369, 46.5295507889;"{""type"": ""LineString"", ""coordinates"": [[6.55087772931, 46.5347871365], [6.54181125369, 46.5295507889]]}"
175;Lausanne - (LSSB) - Renens VD Est;Lausanne (bif);Renens VD Est (bif);1.126;3.786;0;1000000;1152506.891;2536877.935;1153906.708;2534670.41;6.61603708988, 46.5208764119;6.5870726329, 46.533255628;"{""type"": ""LineString"", ""coordinates"": [[6.61603708988, 46.5208764119], [6.5870726329, 46.533255628]]}"
176;Lausanne-Sebeillon - Lausanne-TRIDEL;Lausanne-Sebeillon;Lausanne TRIDEL;-0.045;3.969;0;1000000;1152888.69;2536497.676;1153887.239;2539153.836;6.61102936515, 46.5242746924;6.64551224614, 46.5335040037;"{""type"": ""LineString"", ""coordinates"": [[6.61102936515, 46.5242746924], [6.64551224614, 46.5335040037]]}"
200;Renens VD Ouest - Vallorbe;Renens VD Ouest (bif);Vallorbe;5.18;46.306;0;1000000;1154756.64;2533530.071;1174023.894;2518333.128;6.57208700737, 46.5407882914;6.37056563541, 46.7124063243;"{""type"": ""LineString"", ""coordinates"": [[6.57208700737, 46.5407882914], [6.37056563541, 46.7124063243]]}"
210;Daillens - Biel/Bienne;Daillens (bif);Biel/Bienne;19.115;104.5;0;1000000;1165528.873;2531684.457;1220231.592;2585151.205;6.5464284819, 46.6374980871;7.24291060323, 47.1328978709;"{""type"": ""LineString"", ""coordinates"": [[6.5464284819, 46.6374980871], [7.24291060323, 47.1328978709]]}"
212;Yverdon - Ste-Croix;Yverdon-les-Bains;Ste-Croix;-0.095;24.16;0;1000000;1181463.254;2539084.258;1185793.7655;2528425.8022;6.64094400151, 46.781545187;6.50070486274, 46.8194350554;"{""type"": ""LineString"", ""coordinates"": [[6.64094400151, 46.781545187], [6.50070486274, 46.8194350554]]}"
215;Neuchatel - Neuchatel Est;Neuchatel;Neuchatel Est (bif);75.295;76.138;0;1000000;1205197.457;2561746.781;1205610.87;2562483.432;6.93570169412, 46.9967267926;6.94535220902, 47.000487583;"{""type"": ""LineString"", ""coordinates"": [[6.93570169412, 46.9967267926], [6.94535220902, 47.000487583]]}"
222;Fleurier - St-Sulpice;Fleurier;St-Sulpice NE;0.0;1.61;0;1000000;1195215.418;2534669.72;1195700.387;2533399.7658;6.58116850322, 46.9048238317;6.56443058642, 46.9090596884;"{""type"": ""LineString"", ""coordinates"": [[6.58116850322, 46.9048238317], [6.56443058642, 46.9090596884]]}"
223;Neuchatel-Vauseyon - Chambrelien;Neuchatel-Vauseyon (bif);Chambrelien (cul-de-sac);1.373;10.735;0;1000000;1204673.014;2560519.523;1201788.636;2552058.431;6.91961265098, 46.9919373962;6.80869077501, 46.9654341602;"{""type"": ""LineString"", ""coordinates"": [[6.91961265098, 46.9919373962], [6.80869077501, 46.9654341602]]}"
226;Sonceboz-Sombeval - Moutier - Delemont;Sonceboz-Sombeval Ouest;Delemont;49.496;84.607;0;1000000;1226954.319;2578379.941;1245689.284;2593309.758;7.15333726954, 47.193179438;7.3500633234, 47.3620127001;"{""type"": ""LineString"", ""coordinates"": [[7.15333726954, 47.193179438], [7.3500633234, 47.3620127001]]}"
234;La Chaux-de-Fonds - Les Ponts-de-Martel;La Chaux-de-Fonds;Les Ponts-de-Martel;0.0;16.23;0;1000000;1216557.0295;2553490.0687;1205665.333;2546604.6262;6.82598272105, 47.0983743555;6.73657592689, 46.9998869448;"{""type"": ""LineString"", ""coordinates"": [[6.82598272105, 47.0983743555], [6.73657592689, 46.9998869448]]}"
235;Tavannes - Le Noirmont;Tavannes;La Chaux-de-Fonds;0.0;44.033;0;1000000;1229906.622;2582049.837;1216557.0295;2553490.0687;7.20164538962, 47.2198446603;6.82598272105, 47.0983743555;"{""type"": ""LineString"", ""coordinates"": [[7.20164538962, 47.2198446603], [6.82598272105, 47.0983743555]]}"
237;Combe-Tabeillon - Glovelier;Combe-Tabeillon;Glovelier;24.926;30.283;0;1000000;1240285.5672;2578760.3192;1242730.974;2582668.271;7.15772413528, 47.313099881;7.20931276817, 47.3352095199;"{""type"": ""LineString"", ""coordinates"": [[7.15772413528, 47.313099881], [7.20931276817, 47.3352095199]]}"
250;Lausanne Est - Bern;Lausanne Est;Bern;0.522;97.103;0;1000000;1151749.711;2538282.382;1199749.812;2600037.945;6.63443978813, 46.5141967125;7.43913088992, 46.9488322905;"{""type"": ""LineString"", ""coordinates"": [[6.63443978813, 46.5141967125], [7.43913088992, 46.9488322905]]}"
256;Muntelier GFM - Ins;Muntelier;Ins;24.737;32.192;0;1000000;1198947.034;2577113.116;1205475.524;2574211.441;7.13804224888, 46.94121401;7.09956100561, 46.999831409;"{""type"": ""LineString"", ""coordinates"": [[7.13804224888, 46.94121401], [7.09956100561, 46.999831409]]}"
257;Flamatt - Laupen - Gummenen;Flamatt;Laupen BE;-0.044;6.8;0;1000000;1193048.702;2590925.671;1194630.676;2584714.366;7.31957081153, 46.8884913573;7.23802026784, 46.9026070066;"{""type"": ""LineString"", ""coordinates"": [[7.31957081153, 46.8884913573], [7.23802026784, 46.9026070066]]}"
299;Thun AB - Thun;Thun (Abzw);Thun Schadau;136.15;137.98;0;1000000;1178788.244;2613949.053;1177335.721;2614701.78;7.62122299102, 46.7601319542;7.63102940411, 46.7470498119;"{""type"": ""LineString"", ""coordinates"": [[7.62122299102, 46.7601319542], [7.63102940411, 46.7470498119]]}"
317;Grindelwald Grund - Grindelwald;Grindelwald Grund;Grindelwald;18.13;19.11;0;1000000;1163674.736;2644780.1874;1163869.7525;2645480.1839;8.02330687748, 46.6228260409;8.03246523218, 46.6245330215;"{""type"": ""LineString"", ""coordinates"": [[8.02330687748, 46.6228260409], [8.03246523218, 46.6245330215]]}"
364;Gallarate - Laveno-Mombello;Gallarate;Laveno-Mombello;0.0;31.35;0;1000000;1057389.3009;2705984.0298;1084217.7738;2692035.8516;8.79824689594, 45.6599808632;8.62454689057, 45.9033113412;"{""type"": ""LineString"", ""coordinates"": [[8.79824689594, 45.6599808632], [8.62454689057, 45.9033113412]]}"
440;Burgdorf West - Obermatt;Burgdorf West (Abzw);Obermatt;21.364;39.651;0;1000000;1212255.137;2613441.006;1200035.001;2623993.425;7.61555612471, 47.0611837574;7.75381310672, 46.9509664195;"{""type"": ""LineString"", ""coordinates"": [[7.61555612471, 47.0611837574], [7.75381310672, 46.9509664195]]}"
443;Sumiswald Grunen - Wasen im Emmental;Sumiswald-Grunen;Wasen i.E.;0.0;5.22;0;1000000;1208309.705;2622693.76;1210310.079;2626835.413;7.73715325665, 47.0254433462;7.79175161905, 47.0432822543;"{""type"": ""LineString"", ""coordinates"": [[7.73715325665, 47.0254433462], [7.79175161905, 47.0432822543]]}"
459;Rutti - Lochligut;Rutti (Abzw);Lochligut (Abzw);100.209;101.277;0;1000000;1204325.465;2602094.215;1203280.731;2602078.83;7.46616154166, 46.9899878577;7.46595467657, 46.9805904013;"{""type"": ""LineString"", ""coordinates"": [[7.46616154166, 46.9899878577], [7.46595467657, 46.9805904013]]}"
460;Gumligen Sud - Fluhmuhle;Gumligen Sud (Abzw);Fluhmuhle (Abzw);9.096;91.831;0;1000000;1197241.665;2606177.305;1212078.436;2664443.189;7.51974117043, 46.9262429537;8.28684762136, 47.0566007109;"{""type"": ""LineString"", ""coordinates"": [[7.51974117043, 46.9262429537], [8.28684762136, 47.0566007109]]}"
474;Meiringen - Innertkirchen;Meiringen;Innertkirchen MIB Ost;0.0;5.14;0;1000000;1175396.235;2656996.352;1172538.895;2660787.784;8.18425121495, 46.7273321537;8.23346821532, 46.7012956374;"{""type"": ""LineString"", ""coordinates"": [[8.18425121495, 46.7273321537], [8.23346821532, 46.7012956374]]}"
581;CBT Ovest;Camorino Sud;Vezia (bif);328.144;342.915;0;1000000;1112195.074;2719679.536;1098231.589;2715840.868;8.98777753158, 46.1506084104;8.93465558401, 46.0256931622;"{""type"": ""LineString"", ""coordinates"": [[8.98777753158, 46.1506084104], [8.93465558401, 46.0256931622]]}"
590;Verbindungslinie GBT Pollegio Nord;Pozzo Negro (dira);Pollegio Nord (dira);156.818;157.546;0;1000000;1136773.296;2714394.042;1136273.164;2714923.387;8.9254072784, 46.3725834284;8.93216172722, 46.3679947891;"{""type"": ""LineString"", ""coordinates"": [[8.9254072784, 46.3725834284], [8.93216172722, 46.3679947891]]}"
593;Verbindungslinie CBT Est Camorino;Giubiasco Ovest;Camorino (dira);226.197;227.654;0;1000000;1113994.893;2719914.216;1112679.259;2719599.595;8.99127547747, 46.1667539433;8.98686671774, 46.1549772845;"{""type"": ""LineString"", ""coordinates"": [[8.99127547747, 46.1667539433], [8.98686671774, 46.1549772845]]}"
595;GBT Ost;Rynacht (Spw);Giustizia (dira);99.451;164.016;0;1000000;1188170.988;2692040.126;1131405.308;2718870.376;8.64519814033, 46.8383171899;8.98219842278, 46.3235262684;"{""type"": ""LineString"", ""coordinates"": [[8.64519814033, 46.8383171899], [8.98219842278, 46.3235262684]]}"
606;Al Sasso - Al Motto (binario sinistro);Al Sasso;Al Motto Est;160.014;160.929;0;1000000;1111705.581;2717375.235;1111402.033;2716710.005;8.95783546289, 46.1466113334;8.94915186129, 46.1439968011;"{""type"": ""LineString"", ""coordinates"": [[8.95783546289, 46.1466113334], [8.94915186129, 46.1439968011]]}"
621;Ponte Brolla - Ribellasca;Ponte Brolla;Ribellasca;0.0;13.75;0;1000000;1115749.187;2701515.0371;1112069.102;2689834.837;8.7534748762, 46.1855569101;8.60150924047, 46.1541155069;"{""type"": ""LineString"", ""coordinates"": [[8.7534748762, 46.1855569101], [8.60150924047, 46.1541155069]]}"
632;Sesto Calende - Luino - Pino confine;Sesto Calende;Pino confine;15.14;65.571;0;1000000;1064458.9797;2692604.0435;1106647.908;2701898.93;8.62800749017, 45.7255197115;8.75646624251, 46.1036392833;"{""type"": ""LineString"", ""coordinates"": [[8.62800749017, 45.7255197115], [8.75646624251, 46.1036392833]]}"
633;Taverne-Torricella - Lugano Vedeggio;Taverne-Torricella Sud (bif);Lugano Vedeggio;174.487;178.537;0;1000000;1101196.961;2715297.919;1097579.662;2714540.065;8.92837260824, 46.052456276;8.91770183448, 46.0200516925;"{""type"": ""LineString"", ""coordinates"": [[8.92837260824, 46.052456276], [8.91770183448, 46.0200516925]]}"
634;Mendrisio Sud - Stabio;Mendrisio Sud (bif);Stabio (Confine di proprieta);0.532;6.843;0;1000000;1080480.25;2719252.363;1077330.899;2714263.923;8.97421460772, 45.8654495671;8.9092355804, 45.8379852447;"{""type"": ""LineString"", ""coordinates"": [[8.97421460772, 45.8654495671], [8.9092355804, 45.8379852447]]}"
654;Gexi - Hendschiken Nord (Gleis links);Gexi;Hendschiken Nord (Abzw);63.882;64.956;0;1000000;1249351.378;2656927.433;1249209.835;2657901.26;8.19264182837, 47.392529356;8.20552126704, 47.3911715014;"{""type"": ""LineString"", ""coordinates"": [[8.19264182837, 47.392529356], [8.20552126704, 47.3911715014]]}"
670;Wadenswil - Einsiedeln;Wadenswil;Einsiedeln Gleisende;-0.095;16.645;0;1000000;1231668.66;2693644.81;1220481.461;2699049.303;8.67521627099, 47.2293072774;8.74411256852, 47.1279071113;"{""type"": ""LineString"", ""coordinates"": [[8.67521627099, 47.2293072774], [8.74411256852, 47.1279071113]]}"
695;RBL R-Gruppe;RBL Ost;Zurich RB Limmattal;12.665;13.913;0;1000000;1252038.945;2671794.924;1252871.97;2670828.921;8.38997942708, 47.4152477471;8.37731216103, 47.4228441569;"{""type"": ""LineString"", ""coordinates"": [[8.38997942708, 47.4152477471], [8.37731216103, 47.4228441569]]}"
713;Zurich Giesshubel - Uetliberg;Zurich Giesshubel;Uetliberg Gleisende;1.17;9.155;0;1000000;1246316.402;2681839.416;1245042.245;2679236.656;8.52201633411, 47.3626111025;8.48733974777, 47.3514700153;"{""type"": ""LineString"", ""coordinates"": [[8.52201633411, 47.3626111025], [8.48733974777, 47.3514700153]]}"
719;ZH Langstrasse - ZH Altstetten Sud;Zurich Langstrasse;Zurich Altstetten Sud (Abzw);0.933;3.906;0;1000000;1248396.929;2682329.779;1249408.529;2679560.996;8.52888956481, 47.3812610325;8.49240790114, 47.3906989305;"{""type"": ""LineString"", ""coordinates"": [[8.52888956481, 47.3812610325], [8.49240790114, 47.3906989305]]}"
720;ZH Langstrasse - Thalwil - Ziegelbrucke;Zurich Langstrasse;Ziegelbrucke;1.213;57.146;0;1000000;1248396.929;2682329.779;1221845.441;2722998.129;8.52888956481, 47.3812610325;9.06005166998, 47.1361559116;"{""type"": ""LineString"", ""coordinates"": [[8.52888956481, 47.3812610325], [9.06005166998, 47.1361559116]]}"
746;Neugut Ost (Abzw) - Chriesbach (Abzw);Neugut Ost bei DUE (Abzw);Chriesbach (Abzw);108.007;108.714;0;1000000;1251057.725;2688023.914;1251047.959;2688679.38;8.60480789653, 47.4044539844;8.61348859493, 47.4042782175;"{""type"": ""LineString"", ""coordinates"": [[8.60480789653, 47.4044539844], [8.61348859493, 47.4042782175]]}"
752;Zurich Oerlikon Nord - Hurlistein (Abzw);Zurich Oerlikon Nord (Abzw);Hurlistein (Abzw);5.325;18.255;0;1000000;1252254.489;2683797.603;1253125.862;2692417.15;8.5490477069, 47.4157681314;8.66343003227, 47.4224509588;"{""type"": ""LineString"", ""coordinates"": [[8.5490477069, 47.4157681314], [8.66343003227, 47.4224509588]]}"
759;Zurich Vbhf Ost - Vbhf Nord;Zurich Vorbahnhof Ost;Zurich Vorbahnhof Nord;1.613;1.759;0;1000000;1248581.62;2681698.743;1248687.642;2681597.89;8.52056775795, 47.3830005797;8.51925165652, 47.383966574;"{""type"": ""LineString"", ""coordinates"": [[8.52056775795, 47.3830005797], [8.51925165652, 47.383966574]]}"
760;Zurich Hardbrucke  - Bulach;Zurich Hardbrucke;Bulach;0.211;20.272;0;1000000;1248822.322;2681435.526;1264267.926;2682660.579;8.51712620147, 47.3851978915;8.53620919891, 47.5239499229;"{""type"": ""LineString"", ""coordinates"": [[8.51712620147, 47.3851978915], [8.53620919891, 47.5239499229]]}"
761;Oberglatt - Niederweningen Gleisende;Oberglatt ZH;Niederweningen (Gleisende);13.122;25.389;0;1000000;1258266.089;2680815.09;1262784.684;2669953.074;8.51061883625, 47.4702046116;8.36726010778, 47.5120864058;"{""type"": ""LineString"", ""coordinates"": [[8.51061883625, 47.4702046116], [8.36726010778, 47.5120864058]]}"
763;Basel Bad Bhf - Waldshut - Schaffhausen;Basel Bad Bf;Schaffhausen;270.69;364.421;0;1000000;1268524.66;2612664.855;1283755.982;2689636.089;7.60692041847, 47.5673079057;8.63275578013, 47.6982815148;"{""type"": ""LineString"", ""coordinates"": [[7.60692041847, 47.5673079057], [8.63275578013, 47.6982815148]]}"
810;Engen - Singen (Hohentwil);Engen;Singen (Hohentwiel);134.62;149.13;0;1000000;1301449.6082;2699851.0987;1290761.659;2705144.008;8.77282390623, 47.8558982635;8.84098028646, 47.7589681306;"{""type"": ""LineString"", ""coordinates"": [[8.77282390623, 47.8558982635], [8.84098028646, 47.7589681306]]}"
822;Etzwilen - Konstanz;Etzwilen;Konstanz;31.809;61.847;0;1000000;1279856.088;2703658.811;1280051.229;2730584.195;8.81861734532, 47.6611446798;9.17702363783, 47.6580868993;"{""type"": ""LineString"", ""coordinates"": [[8.81861734532, 47.6611446798], [9.17702363783, 47.6580868993]]}"
825;Romanshorn Feld H - Rorschach;Romanshorn Feld H (Abzw);Rorschach;82.57;97.267;0;1000000;1269711.818;2746017.294;1260632.362;2755753.754;9.37899304486, 47.5618704802;9.5051412874, 47.4780019754;"{""type"": ""LineString"", ""coordinates"": [[9.37899304486, 47.5618704802], [9.5051412874, 47.4780019754]]}"
841;Oberwinterthur - Oberw. Unterhaltanlage;Oberwinterthur;Oberwinterthur Unterhaltanlage;29.663;30.61;0;1000000;1262746.4;2699572.409;1263520.436;2700119.202;8.76038919617, 47.5079223325;8.76782022227, 47.5147998279;"{""type"": ""LineString"", ""coordinates"": [[8.76038919617, 47.5079223325], [8.76782022227, 47.5147998279]]}"
843;Frauenfeld - Frauenfeld Paketpost;Frauenfeld;Frauenfeld Paketpost;42.051;44.441;0;1000000;1268513.356;2709725.594;1270008.868;2711569.126;8.89655967341, 47.5581634046;8.9214246381, 47.5713004729;"{""type"": ""LineString"", ""coordinates"": [[8.89655967341, 47.5581634046], [8.9214246381, 47.5713004729]]}"
851;Wil - Frauenfeld;Wil FW Bahn Gleisende;Frauenfeld FW Bahn Gleisende;-0.009;17.45;0;1000000;1258128.288;2720826.393;1268473.657;2709723.696;9.04119967325, 47.4628321247;8.89652465928, 47.5578067425;"{""type"": ""LineString"", ""coordinates"": [[9.04119967325, 47.4628321247], [8.89652465928, 47.5578067425]]}"
855;St. Gallen AB - Gais - Appenzell;St. Gallen Betriebsgr. SGA/TB;Appenzell;0.0;19.983;0;1000000;1254178.734;2745645.418;1243833.908;2748966.524;9.36897503531, 47.4222925506;9.40952979938, 47.32853478;"{""type"": ""LineString"", ""coordinates"": [[9.36897503531, 47.4222925506], [9.40952979938, 47.32853478]]}"
858;Rheineck - Walzenhausen;Rheineck;Walzenhausen;0.034;1.946;0;1000000;1259570.718;2762250.681;1257856.499;2763085.419;9.59091263503, 47.4668859339;9.60135321138, 47.4512676255;"{""type"": ""LineString"", ""coordinates"": [[9.59091263503, 47.4668859339], [9.60135321138, 47.4512676255]]}"
872;Ebnat-Kappel - Nesslau-Neu St.Johann;Ebnat-Kappel;Nesslau-Neu St. Joh. Gleisende;0.003;8.015;0;1000000;1236115.713;2727315.936;1232016.23;2733305.812;9.12098748225, 47.2636664107;9.1988967557, 47.2256201182;"{""type"": ""LineString"", ""coordinates"": [[9.12098748225, 47.2636664107], [9.1988967557, 47.2256201182]]}"
930;Chur - Arosa;Chur Gleisende RhB;Arosa;-0.68;25.681;0;1000000;1191816.43;2759613.209;1183349.684;2771070.803;9.531964938, 46.8583196322;9.67898213851, 46.7793406559;"{""type"": ""LineString"", ""coordinates"": [[9.531964938, 46.8583196322], [9.67898213851, 46.7793406559]]}"
2603;Standseilbahn Piotta - Ritom;Piotta Centrale (funicolare);Piora;0.0;1.0;0;1000000;1152569.5954;2694900.355;1153629.6049;2694650.3558;8.6753318595, 46.517703296;8.67229170343, 46.5272729425;"{""type"": ""LineString"", ""coordinates"": [[8.6753318595, 46.517703296], [8.67229170343, 46.5272729425]]}"
5002;Amsteg Kabelstollen;Amsteg Kabelstollen Ost;Amsteg Kabelstollen West;-0.145;1.884;0;1000000;1181211.0;2696097.858;1180227.165;2694392.293;8.69691943686, 46.7751439341;8.67438800361, 46.7665388663;"{""type"": ""LineString"", ""coordinates"": [[8.69691943686, 46.7751439341], [8.67438800361, 46.7665388663]]}"
5010;Sigirino finestra;Sigirino finestra ouvest;Sigirino finestra est;-0.061;2.394;0;1000000;1104278.902;2715031.334;1104478.703;2717478.056;8.92568373048, 46.0802204522;8.9573553017, 46.0815958058;"{""type"": ""LineString"", ""coordinates"": [[8.92568373048, 46.0802204522], [8.9573553017, 46.0815958058]]}"
9553;Neustadttunnel Ost - Neustadttunnel West;Neustadttunnel Ost (Vzw);Neustadttunnel West (Vzw);0.0;0.0;0;1000000;1210739.0;2666281.0;1211156.0;2665369.0;8.31083947463, 47.0443720384;8.29889933969, 47.0482132621;"{""type"": ""LineString"", ""coordinates"": [[8.31083947463, 47.0443720384], [8.29889933969, 47.0482132621]]}"
9729;Zurichbergtunnel II;Zurich Stadelhofen;Zurich Hottingen (Spw);0.051;0.052;0;1000000;1246788.882;2683832.75;1246966.924;2684840.767;8.54848908845, 47.3666097667;8.56186617464, 47.3680819633;"{""type"": ""LineString"", ""coordinates"": [[8.54848908845, 47.3666097667], [8.56186617464, 47.3680819633]]}"
9781;Bruttenertunnel Ost;Dietlikon Nord (Vzw);Tossmuhle;450.918;459.781;0;1000000;1253159.031;2689246.815;1258887.986;2695552.583;8.62142665152, 47.4231866927;8.70621045014, 47.4738213515;"{""type"": ""LineString"", ""coordinates"": [[8.62142665152, 47.4231866927], [8.70621045014, 47.4738213515]]}"
