STRNR;KMANF_E;KMEND_E;KMANF_V;KMEND_V;STRNAME;STRKURZN
3120;100020062;100120048;  0,2 +  62;  1,2 +  48;Konz, W 28 - Karthaus Moselbrücke, W 163;Konz - Karthaus Moselbrücke
3121;100000033;100040015;  0,0 +  33;  0,4 +  15;Karthaus Nordwest, W 197 - Karthaus Moselbrücke, W 195;Karthaus NW - Moselbrücke
3122;100000000;100120080;  0,0 +   0;  1,2 +  80;Karthaus Nordost, W 190 - Karthaus West, W 172;Karthaus Nordost - West
3123;100060068;100120035;  0,6 +  68;  1,2 +  35;Karthaus-Moselbrücke, W 162 - Karthaus Mitte, W 156;Karthaus Moselbrücke - Mitte
3124;100320032;100410013;  3,2 +  32;  4,1 +  13;Granahöhe - Igel;Granahöhe - Igel
3130;100000091;100310022;  0,0 +  91;  3,1 +  22;Trier Hbf - Trier Nord;Trier - Nord
3131;100000000;107320027;  0,0 +   0; 73,2 +  27;Trier Hbf, W 220 - Türkismühle, W 9;Trier Hbf - Türkismühle
3132;110820087;111350070;108,2 +  87;113,5 +  70;Tier Hbf, W 212 - Trier Süd, W 810;Trier Hbf - Trier Süd
3140;100050020;101910063;  0,5 +  20; 19,1 +  63;Ehrang - Igel Grenze;Ehrang - Igel Grenze
3141;99969958;100320074; -0,3 + -41;  3,2 +  74;Ehrang, W 7 - Biewer, Streckenwechsel 3141/3140;Ehrang - Biewer
3142;110500056;110800048;105,0 +  56;108,0 +  48;Ehrang, W 21 - Trier Hbf, W 204;Ehrang - Trier Hbf, W 204
3143;100000027;100320009;  0,0 +  27;  3,2 +   9;Ehrang - Quint Hütte;Ehrang - Quint Hütte
3144;100000000;100020091;  0,0 +   0;  0,2 +  91;Ehrang, W 3 - Ehrang, W 10;Ehrang, W 3 - W 10
3145;100000024;100220052;  0,0 +  24;  2,2 +  52;Ehrang, W 51 - Ehrang, W 311;Ehrang, W 51 - W 311
3146;100000004;100050086;  0,0 +   4;  0,5 +  86;Ehrang, W 302 - Trier Hbf, W 202;Ehrang - Trier Hbf, W 202
3147;100000036;100030091;  0,0 +  36;  0,3 +  91;Ehrang, W 102 - Ehrang, W 197;Ehrang, W 102 - W 197
3148;110620077;110940080;106,2 +  77;109,4 +  80;Ehrang, W 81 - Trierer Hafen;Ehrang - Trierer Hafen
3149;100000000;100010000;  0,0 +   0;  0,1 +   0;reservierte Strecke - Ehrang, W 34 - Ehrang, W 391 (Westumfahrung Trier);reservierte Strecke 3149
3200;100030066;100900086;  0,3 +  66;  9,0 +  86;Heimbach (Nahe), W 41 - Baumholder, Gl 1;Heimbach - Baumholder
3201;99979909;103260020; -0,2 + -90; 32,6 +  20;Türkismühle, W 26 - Kusel;Türkismühle - Kusel
3202;99999906;100450091;  0,0 + -93;  4,5 +  91;Altenglan, W 11 - Kusel;Altenglan - Kusel
3203;99919983;101360000; -0,8 + -16; 13,6 +   0;St. Wendel, W 40 - Tholey;St. Wendel - Tholey
3204;99959912;102120087; -0,4 + -87; 21,2 +  87;Ottweiler (Saar), W 22 - Schwarzerden;Ottweiler - Schwarzerden
3205;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Freisen, W 4 - Freisen, Gl 4;ehemalige Strecke 3205
3210;100000000;100260000;  0,0 +   0;  2,6 +   0;Abzw Dillingen (S) Ford/Zentralk., W 221 - Dillingen (S) Fordw. (Glan);Abzw Dill. Ford - Fordwerke
3211;100000000;101280019;  0,0 +   0; 12,8 +  19;Dillingen (Saar) - Primsweiler, G-Bahn;Dillingen - Primsweiler
3212;100770017;102030024;  7,7 +  17; 20,3 +  24;(DB-Grenze) Hemmersdorf (Saar) - Dillingen (Saar);Hemmersdorf - Dillingen
3213;103010023;104000000; 30,1 +  23; 40,0 +   0;(DB-Grenze) Silwingen - Merzig (Saar);Silwingen - Merzig
3214;100060080;100260050;  0,6 +  80;  2,6 +  50;Abzw Dillingen (Saar) Ost, W 202 - Dillinger Hütte (Hochofen) (Glan);Abzw Dillingen Ost - Hütte
3215;100000000;100100057;  0,0 +   0;  1,0 +  57;Abzw Dillingen (Saar) Süd, W 201 - Abzw Dillingen (Saar) Ost, W 205;Abzw Dillingen Süd - Abzw Ost
3216;100000000;100250036;  0,0 +   0;  2,5 +  36;Abzw Dillingen (Saar) Ford/Zentralk., W 223 - Dillingen (S) Röderberg;Abzw Dill. Ford - Röderberg
3217;100270030;100390050;  2,7 +  30;  3,9 +  50;Abzw Dillngen (S) Ford/Zentralk., W 211 - Dillinger Hütte (ZKS) (Glan);Abzw Dillingen Ford - Hütte
3218;99989929;100240030; -0,1 + -70;  2,4 +  30;Merzig (Saar), W 14 - Merzig (Saar) Ost;Merzig - Merzig Ost
3220;99949952;100090022; -0,5 + -47;  0,9 +  22;Saarbrücken-Burbach, W 589 - Saarbrücken Saardamm, W 626;Saarbrücken-Burbach - Saardamm
3221;100000000;100540045;  0,0 +   0;  5,4 +  45;Saarbrücken Rbf, W 8 - Saarbrücken-Von der Heydt, G-Bahn;Saarbr. Rbf - Von der Heydt
3222;100000042;100240070;  0,0 +  42;  2,4 +  70;Von der Heydt, W 4 - AW Saarbrücken-Burbach, Gl 18, G-Bahn;SB Von der Heydt - Burbach
3223;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Saarbrücken-Burbach - Abzw Saardamm, W18;ehemalige Strecke 3223
3224;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Saarbrücken-Burbach - Kohlenbahnhof (Glan);ehemalige Strecke 3224
3225;100600073;100700093;  6,0 +  73;  7,0 +  93;Luisenthal (Saar), W 3 - Luisenthal (Saar), W 26;Luisenthal (Saar), W 3 - W 26
3226;101000010;101060061; 10,0 +  10; 10,6 +  61;Fürstenhausen, W 52 - Fürstenhausen, Kraftwerk Fenne;Fürstenhausen - Kraftw. Fenne
3230;100000000;108200026;  0,0 +   0; 82,0 +  26;Saarbrücken Hbf - Karthaus, W 52;Saarbrücken - Karthaus
3231;100000000;100540083;  0,0 +   0;  5,4 +  83;Saarbrücken Hbf - Saarbrücken Saardamm (DB-Grenze);Saarbrücken Hbf - Saardamm
3232;100200014;101840068;  2,0 +  14; 18,4 +  68;Saarbrücken Saardamm, W 612 --Hostenbach-- - Bous (Saar);Saarbrücken Saardamm - Bous
3233;100100054;100230037;  1,0 +  54;  2,3 +  37;Saarbrücken Hbf, W 603 - Saarbrücken Saardamm, W 617;Saarbr. Hbf - Saardamm, W 617
3234;99909973;100450074; -0,9 + -26;  4,5 +  74;Saarbrücken Saardamm, W 613 - Saarbrücken Rbf, W 4;Saarbr. Saardamm, W 613 - Rbf
3235;99859999;100150065; -1,4 +   0;  1,5 +  65;Saarbrücken-Burbach, Untere Hütte (Glan) - Saarbrücken Rbf, W 252;Saarbrücken-Burbach - Rbf
3236;99919965;101430026; -0,8 + -34; 14,3 +  26;Fürstenhausen, W 1 - Warndt Grube (Glan), G-Bahn;Fürstenhausen - Warndt
3237;100070020;100340000;  0,7 +  20;  3,4 +   0;Fürstenhausen, W 3  - Kokerei Saarbergwerke AG;Fürstenhausen - Kokerei
3238;100000015;100290085;  0,0 +  15;  2,9 +  85;Saarbrücken Hbf, W 600 - Saarbrücken Rbf, W 71;Saarbrücken Hbf - Rbf
3239;100160070;100280076;  1,6 +  70;  2,8 +  76;Saarbrücken Saardamm - Saarbrücken Rbf;Saarbrücken Saardamm - Rbf
3240;100060047;102710067;  0,6 +  47; 27,1 +  67;Saarbrücken Hbf, W 249 - Neunkirchen (Saar) Hbf, W 3;Saarbrücken - Neunkirchen
3241;99929906;100170034; -0,7 + -93;  1,7 +  34;Saarbrücken-Schleifmühle - Saarbrücken Saardamm, W 611;SB-Schleifmühle - Saardamm
3242;100030024;100120057;  0,3 +  24;  1,2 +  57;Saarbrücken-Schleifmühle, W 408 - Saarbrücken Hbf, W 604;Saarbrücken-Schleifmühle - Hbf
3243;100010037;100380076;  0,1 +  37;  3,8 +  76;Merchweiler, W 52 - Göttelborn Grube;Merchweiler - Göttelborn Grube
3244;100030000;100220095;  0,3 +   0;  2,2 +  95;Brefeld - Maybach Grube;Brefeld - Maybach
3245;100840057;100940013;  8,4 +  57;  9,4 +  13;Fischbach-Camphausen - Grube (Glan);Fischbach - Grube
3250;100000000;103100098;  0,0 +   0; 31,0 +  98;Saarbrücken Hbf - Homburg (Saar) Hbf;Saarbrücken - Homburg
3251;100110056;101690033;  1,1 +  56; 16,9 +  33;Saarbrücken Hbf, W 37 - Hanweiler Grenze;Saarbrücken - Hanweiler Grenze
3252;100010040;100090091;  0,1 +  40;  0,9 +  91;Brebach, W 4 - Abzw Halberg, G-Bahn;Brebach - Halberg
3253;99919970;100050086; -0,8 + -29;  0,5 +  86;St. Ingbert, W 107 - St. Ingbert Grube;St. Ingbert - Grube
3254;100350024;100520023;  3,5 +  24;  5,2 +  23;Brebach, W 3 - Halberger Hütte (Glan);Brebach - Halberger Hütte
3260;99929954;100400074; -0,7 + -45;  4,0 +  74;Saarbrücken Rbf, W 127 - Saarbrücken-Burbach, W 583;Saarbrücken Rbf - Burbach
3261;99839901;100120045; -1,6 + -98;  1,2 +  45;Saarbrücken Rbf, W 4 - Saarbrücken Hbf, W 41;Saarbrücken Rbf, W 4 - Hbf
3262;100000000;100180001;  0,0 +   0;  1,8 +   1;Saarbrücken Rbf, W 32 - Saarbrücken Hbf, W 4;Saarbrücken Rbf, W 32 - Hbf
3263;113570033;113820082;135,7 +  33;138,2 +  82;Dudweiler, W 3 - Saarbrücken Rbf, W 4;Dudweiler - Saarbrücken Rbf
3264;100000000;100130097;  0,0 +   0;  1,3 +  97;Saarbrücken Rbf, W 175 - Saarbrücken Hbf, W 211;Saarbrücken Rbf, W 175 - Hbf
3265;100000000;100070093;  0,0 +   0;  0,7 +  93;Saarbrücken Rbf, W 180 - Saarbrücken Rbf, W 251;Saarbrücken Rbf, W 180 - W 251
3270;100040045;100410030;  0,4 +  45;  4,1 +  30;Neunkirchen (Saar) Hbf, W 125 - Neunkirchen (Saar)-Dechen;Neunkirchen - Dechen
3271;100020029;100160000;  0,2 +  29;  1,6 +   0;Neunkirchen (Saar) Hbf - ehem. Grube König;Neunkirchen - Grube König
3272;99959924;100280087; -0,4 + -75;  2,8 +  87;Schiffweiler - Neunkirchen (Saar) Hbf;Schiffweiler - Neunkirchen
3273;112130008;112300055;121,3 +   8;123,0 +  55;Neunkirchen (Saar) Hbf, W 169 - Neunkirchen (Saar) Hbf, W 340;Neunkirchen, W 169 - W 340
3274;100030007;105250012;  0,3 +   7; 52,5 +  12;Wemmetsweiler, W 18 - Nonnweiler, W 15;Wemmetsweiler - Nonnweiler
3275;100000064;100320001;  0,0 +  64;  3,2 +   1;Bexbach, W 23 --Kraftwerke SBW-- - Petrocarbona;Bexbach - Petrocarbona
3276;100350040;100460000;  3,5 +  40;  4,6 +   0;Neunkirchen (Saar)-Dechen - Neunkir.(S)-ehem.Grube Heinitz,G-Bahn;Neunk.-Dechen - Grube Heinitz
3277;100000000;100030082;  0,0 +   0;  0,3 +  82;Wemmetsweiler, W 61 - Wemmetsweiler, W 70;Wemmetsweiler, W 61 - W 70
3278;100010098;100160050;  0,1 +  98;  1,6 +  50;Neunkirchen (Saar) Hbf, W 118 - Saarstahl Nordanschluss (Glan);Neunkirchen (S) - Nordanschl.
3279;100000000;100070075;  0,0 +   0;  0,7 +  75;Neunkirchen (Saar) Hermineschacht, W 200 - Kohlenlager Hermineschacht;Neunk. Hermine - Kohlenlager
3280;100830076;110580006;  8,3 +  76;105,8 +   6;Homburg (Saar) Hbf - Ludwigshafen (Rhein) Hbf, W 12;Homburg - Ludwigshafen
3281;99959901;109620018; -0,4 + -98; 96,2 +  18;Homburg (Saar) Hbf, W 525 - Staudernheim, W 4;Homburg - Staudernheim
3282;99949930;101440033; -0,5 + -69; 14,4 +  33;Homburg (Saar) Hbf, W 593 - Neunkirchen (Saar) Hbf, W 170;Homburg - Neunkirchen
3283;99979982;100740027; -0,2 + -17;  7,4 +  27;Homburg (Saar) Hbf, W 565 - Einöd (Saar);Homburg - Einöd
3284;100090072;100400077;  0,9 +  72;  4,0 +  77;Homburg (Saar) Hbf, W 506 - Gleislager Homburg (Saar), G-Bahn;Homburg - Gleislager
3285;100550058;102730015;  5,5 +  58; 27,3 +  15;Schwarzenacker - Reinheim (Saar) (DB-Grenze);Schwarzenacker - Reinheim
3286;99989993;100180085; -0,1 +  -6;  1,8 +  85;Neunkirchen(S)Hbf,W53 - Anschl.Kohleentladest.f.Kw.St-Barb.III(Glan)GB;Neunk.(S) - St.-Barbara III
3287;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Neunkirchen (Saar) Hbf, W 289 - W 338;ehemalige Strecke 3287
3288;102370079;102430032; 23,7 +  79; 24,3 +  32;Gersheim, W 1 --Kalkwerke(Glan)-- - W 18, G-Bahn;Gersheim - W 18
3290;105510059;107080015; 55,1 +  59; 70,8 +  15;(DB-Grenze) Überherrn - Völklingen, W 41, G-Bahn;Überherrn - Völklingen
3291;100010021;102220068;  0,1 +  21; 22,2 +  68;Lebach, W 1 - Völklingen, W 55;Lebach - Völklingen
3292;100000000;100410015;  0,0 +   0;  4,1 +  15;Völklingen-Heidstock - Püttlingen (Saar) Grube;Völklingen - Püttlingen
3293;100000000;100070060;  0,0 +   0;  0,7 +  60;Völklingen, W 88 --Eisenw.(Glan)-- - W 104, G-Bahn;Völklingen W88 - W104
3294;106810045;106920049; 68,1 +  45; 69,2 +  49;Kohlenbahnhof Hostenbach (Glan) - Völklingen;Hostenbach - Völklingen
3295;101320058;101560066; 13,2 +  58; 15,6 +  66;Abzw Völklingen Walzwerke, W 753 - Bous (Saar), W 761;Abzw Völklingen Walzw. - Bous
3296;101610054;101700061; 16,1 +  54; 17,0 +  61;Röhrenwerke Bous (RBS) (Glan) - Bous, W 69, G-Bahn;Bous Röhrenwerke - W69
3297;100000000;100180046;  0,0 +   0;  1,8 +  46;Ensdorf (Saar), W 1 - Dampfkraftwerk VSE (Glan);Ensdorf - Dampfkraftwerk VSE
3298;100000000;100180044;  0,0 +   0;  1,8 +  44;Ensdorf (Saar), W 34 - Grube Duhamel (Glan), G-Bahn;Ensdorf - Grube Duhamel
3299;99959947;100310070; -0,4 + -52;  3,1 +  70;Ensdorf (Saar), W 35 - Griesborn Grube, G-Bahn;Ensdorf - Griesborn
3300;100010080;102940017;  0,1 +  80; 29,4 +  17;Kaiserslautern Hbf, Gl 45 - Pirmasens Nord, W 5;Kaiserslautern - Pirmasens
3301;103500094;104260059; 35,0 +  94; 42,6 +  59;Einsiedlerhof, W 4 - Kaiserslautern, G-Bahn;Einsiedlerhof - Kaiserslautern
3302;99969973;103510016; -0,3 + -26; 35,1 +  16;Kaiserslautern Hbf, W 130 - Lauterecken-Grumbach, W 24;Kaiserslautern - Lauterecken
3303;99949936;101270020; -0,5 + -63; 12,7 +  20;Kaiserslautern Hbf, W 38 - Enkenbach, W 12;Kaiserslautern - Enkenbach
3304;99979902;101650072; -0,2 + -97; 16,5 +  72;Lampertsmühle-Otterbach, W 1 - Reichenbach (Pfalz);Lampertsmühle - Reichenbach
3305;99999974;100390065;  0,0 + -25;  3,9 +  65;Lampertsmühle-Otterbach - Otterberg;Lampertsmühle - Otterberg
3306;99949980;101410021; -0,5 + -19; 14,1 +  21;Landstuhl, W 41 - Glan-Münchweiler, W 3;Landstuhl - Glan-Münchweiler
3307;103510072;103910011; 35,1 +  72; 39,1 +  11;Einsiedlerhof, W 6 - Einsiedlerhof, südl. Verbindung;Einsiedlerhof,W6 - südl. Verb.
3308;99999988;100240090;  0,0 + -11;  2,4 +  90;Einsiedlerhof, W 517 - Einsiedlerhof, nördl. Verbindung, W 71;Einsiedlerhof, W 517 - W 71
3309;99999941;100220018;  0,0 + -58;  2,2 +  18;Einsiedlerhof, W 74 - Einsiedlerhof Opelwerk;Einsiedlerhof - Opel
3310;99989902;100670068; -0,1 + -97;  6,7 +  68;Pirmasens Nord, W 43 - Pirmasens Hbf, Gl 3;Pirmasens Nord - Pirmasens Hbf
3311;99929905;101190010; -0,7 + -94; 11,9 +  10;Zweibrücken Hbf - Hornbach (Kr Zweibrücken);Zweibrücken - Hornbach
3312;99939943;101530024; -0,6 + -56; 15,3 +  24;Hinterweidenthal Ost, W 5 - Bundenthal-Rumbach;Hinterweidenthal - Bundenthal
3320;99919961;104900072; -0,8 + -38; 49,0 +  72;Hochspeyer, W 22 - Bad Münster am Stein, W 3;Hochspeyer - Bad Münster
3321;100000000;100090058;  0,0 +   0;  0,9 +  58;Hochspeyer, W 50 - Hochspeyer, W 45;Hochspeyer, W 50 - W 45
3322;100010026;102570030;  0,1 +  26; 25,7 +  30;Langmeil (Pfalz), W 29 - Morschheim;Langmeil - Morschheim
3400;99949987;106090059; -0,5 + -12; 60,9 +  59;Schifferstadt, W 55 - Berg (Pfalz) (DB-Grenze);Schifferstadt - Berg
3401;109090019;110780094; 90,9 +  19;107,8 +  94;Abzw Böhl-Iggelheim, W 405 - Mannheim Hbf, W 213;Abzw Böhl-Iggelheim - Mannheim
3402;100010057;101390075;  0,1 +  57; 13,9 +  75;Ludwigshafen-Mundenheim, W 87 - Ludwigshafen (Rhein) BASF;Ludwigshafen-Mundenheim - BASF
3403;100000000;100230052;  0,0 +   0;  2,3 +  52;Ludwigshafen (Rhein) Hbf, W 97 - Ludwigshafen (Rhein) Hbf, W 14;Ludwigshafen Hbf, W 97 - W 14
3404;100000000;100100080;  0,0 +   0;  1,0 +  80;Ludwigshafen (Rhein) Hbf, W 389 - W 156, G-Bahn;Ludwigshafen W 389 - W 156
3405;99959926;100230021; -0,4 + -73;  2,3 +  21;Ludwigshafen (Rhein) Hbf, W 108 - Ludwigshafen (Rh) BASF Südtor, W 529;Ludwigshafen Hbf - BASF
3410;99959907;100080043; -0,4 + -92;  0,8 +  43;Ludwigshafen (Rhein) Hbf, W 107 - W 159;Ludwigshafen W107 - W159
3411;100030063;100550027;  0,3 +  63;  5,5 +  27;Ludwigshafen-Oggersheim, W 50 - Ludwigshafen (Rhein) BASF Werksgrenze;Ludwigshafen-Oggersheim - BASF
3412;106230031;106580045; 62,3 +  31; 65,8 +  45;Ludwigsh.-Oggersheim, W 52 - Abzw Ludwigsh. (Rhein) Rotes Kreuz, W 166;LU-Oggersheim - Rotes Kreuz
3413;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Frankenthal Hbf - Gross-Karlbach;ehemalige Strecke 3413
3414;101020000;101890000; 10,2 +   0; 18,9 +   0;Ludwigshafen-Mundenheim - Meckenheim (Pfalz);Ludwigshafen - Meckenheim
3415;99999993;100100067;  0,0 +  -6;  1,0 +  67;Frankenthal Hbf - Frankenthal Edigheimer Straße;Frankenthal - Edigheimer Str.
3420;100050004;102570022;  0,5 +   4; 25,7 +  22;Grünstadt, W 16 - Enkenbach, W 37;Grünstadt - Enkenbach
3421;100000000;100410039;  0,0 +   0;  4,1 +  39;Ebertsheim - Hettenleidelheim;Ebertsheim - Hettenleidelheim
3422;100040021;101080064;  0,4 +  21; 10,8 +  64;Grünstadt, W 1 - Altleiningen;Grünstadt - Altleiningen
3423;100040028;100620074;  0,4 +  28;  6,2 +  74;Grünstadt, W 15 - Offstein;Grünstadt - Offstein
3430;101330097;103850011; 13,3 +  97; 38,5 +  11;Bad Dürkheim, Gl 2 - Monsheim, W 11;Bad Dürkheim - Monsheim
3431;100010030;100040029;  0,1 +  30;  0,4 +  29;Bad Dürkheim - Abzw;Bad Dürkheim - Abzweig
3432;100090048;101290070;  0,9 +  48; 12,9 +  70;Lambrecht (Pfalz), W 701 - Elmstein;Lambrecht - Elmstein
3433;99979982;104460017; -0,2 + -17; 44,6 +  17;Neustadt (Weinstr) Hbf, W 203 - Kapsweyer (DB-Grenze);Neustadt - Kapsweyer (DB-Gr.)
3434;100000068;100120096;  0,0 +  68;  1,2 +  96;Neustadt (Weinstr) Hbf, Stw No, W 224 - Stw Ns, W 323, G-Bahn;Neustadt, Stw No - Stw Ns
3435;99999945;101360054;  0,0 + -54; 13,6 +  54;Freinsheim, W 19 - Frankenthal Hbf, W 81;Freinsheim - Frankenthal
3436;99819931;101360004; -1,8 + -68; 13,6 +   4;Neustadt (Weinstr) Hbf, W 209 - Bad Dürkheim, W 11;Neustadt - Bad Dürkheim
3440;99969972;101090092; -0,3 + -27; 10,9 +  92;Landau (Pfalz) Hbf, W 48 - Herxheim (b Landau), Gl 1, G-Bahn;Landau - Herxheim
3441;100100070;100940050;  1,0 +  70;  9,4 +  50;Rohrbach-Steinweiler - Klingenmünster;Rohrbach - Klingenmünster
3442;100070048;101000044;  0,7 +  48; 10,0 +  44;Winden (Pfalz), W 1 - Bad Bergzabern, Gl 1;Winden - Bad Bergzabern
3443;100030039;102680014;  0,3 +  39; 26,8 +  14;Winden (Pfalz), W 36 - Karlsruhe Hbf, Gl 101/102;Winden - Karlsruhe
3444;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Abzw Dammheim - Abzw Hartwiesen;ehemalige Strecke 3444
3450;100000022;111610091;  0,0 +  22;116,1 +  91;Rheinsheim, Streckenwechsel 4132/3450 - Rohrbach (Saar), W 304;Rheinsheim - Rohrbach (Saar)
3451;100040074;100670075;  0,4 +  74;  6,7 +  75;Speyer Hbf, W 6 - Speyer, Städtischer Hafen (Glan), H-Bahn;Speyer - Städtischer Hafen
3500;100000000;105400075;  0,0 +   0; 54,0 +  75;Wiesbaden Hbf - Diez, W 333;Wiesbaden - Diez
3501;100280013;101970086;  2,8 +  13; 19,7 +  86;Abzw Wiesbaden Kinzenberg, W 269 - Niedernhausen (Taunus), W 443;WI Kinzenberg - Niedernhausen
3502;100000029;100340040;  0,0 +  29;  3,4 +  40;Wiesbaden Ost - Wiesbaden Hbf, Gl 12;Wiesbaden Ost - Wiesbaden
3503;100110021;100460014;  1,1 +  21;  4,6 +  14;Wiesbaden Ost - Wiesbaden-Erbenheim;Wiesbaden Ost - WI-Erbenheim
3504;99979993;100530053; -0,2 +  -6;  5,3 +  53;Wiesbaden Ost, W 485 - Wiesbaden West, Gl 4;Wiesbaden Ost - Wiesbaden West
3505;104120057;104480070; 41,2 +  57; 44,8 +  70;Wiesbaden Hbf - Wiesbaden-Biebrich, W 702;Wiesbaden - Wiesbaden-Biebrich
3506;100480003;100630005;  4,8 +   3;  6,3 +   5;Wiesbaden Ost, W 407 - Wiesbaden Ost, W 496;Wiesbaden Ost, W 407 - W 496
3507;103620046;112570000; 36,2 +  46;125,7 +   0;Wiesbaden Ost, W 403 - Niederlahnstein, Streckenwechsel 2324/3507;Wiesbaden Ost - N'lahnstein
3508;100450047;100550095;  4,5 +  47;  5,5 +  95;Wiesbaden Ost, W 406 - Wiesbaden Ost, W 463;Wiesbaden Ost, W 406 - W 463
3509;99999998;101310023;  0,0 +  -1; 13,1 +  23;Abzw Breckenheim, W 2 - Wiesbaden Hbf;Breckenheim - Wiesbaden Hbf
3510;100000022;103050085;  0,0 +  22; 30,5 +  85;Bingen (Rhein) Hbf, W 167 - Mainz Hbf;Bingen Hbf - Mainz
3511;99959908;114180015; -0,4 + -91;141,8 +  15;Bingen (Rhein) Hbf, W 134 - Saarbrücken Hbf;Bingen Hbf - Saarbrücken
3512;99899917;102030056; -1,0 + -82; 20,3 +  56;Gau Algesheim, W 40 - Bad Kreuznach, W 42;Gau Algesheim - Bad Kreuznach
3513;100000000;100530080;  0,0 +   0;  5,3 +  80;(Bingen(Rhein))ehem.Bk Rochusberg - ehem. Bk Wasserwerk;Bingen,Rochusberg - Wasserwerk
3514;100000000;100670000;  0,0 +   0;  6,7 +   0;Rüdesheim (Rhein) - ehem. Bk Rochusberg;Rüdesheim - Bingen, Rochusberg
3515;100000056;100030098;  0,0 +  56;  0,3 +  98;Bingen (Rhein) Hbf, W 220 - W 162;Bingen Hbf, W 220 - W 162
3519;100000000;100110075;  0,0 +   0;  1,1 +  75;Abzw Mainz-Kastel Igelstein, W 1 - Wiesbaden Ost, W 461;Abzw Igelstein - Wiesbaden Ost
3520;100000000;103750008;  0,0 +   0; 37,5 +   8;Mainz Hbf - Frankfurt (Main) Hbf;Mainz - Frankfurt
3521;100010056;100270027;  0,1 +  56;  2,7 +  27;Mainz Hbf, Gl 13 - Abzw Mainz Kaiserbrücke, W 701;Mainz, Gl 13 - Abzw Kaiserbr.
3522;99939964;107010028; -0,6 + -35; 70,1 +  28;Mainz Hbf, W 79 - Mannheim Hbf;Mainz Hbf - Mannheim Hbf
3523;100000000;105030003;  0,0 +   0; 50,3 +   3;Morschheim - Mainz Hbf, W 326;Morschheim - Mainz
3524;100120013;100140052;  1,2 +  13;  1,4 +  52;Mainz Hbf, W 161 - DB-Grenze (Mainz Zollhafen);Mainz - DB-Grenze (Zollhafen)
3525;99939992;101600082; -0,6 +  -7; 16,0 +  82;Mainz-Mombach, W 604 - Mainz-Bischofsheim, W 332;MZ-Mombach - MZ-Bischofsheim
3526;100100030;100220084;  1,0 +  30;  2,2 +  84;Mainz Hbf, W 134 - Mainz Hbf, W 329;Mainz Hbf, W 134 - W 329
3527;100000000;100300022;  0,0 +   0;  3,0 +  22;Mainz Hbf, Gl 5 - Abzw Mainz Kaiserbrücke, W 702;Mainz, Gl 5 - Abzw Kaiserbr.
3528;100370078;100970063;  3,7 +  78;  9,7 +  63;Abzw Mainz Kaiserbrücke Ost, W 703 - Wiesbaden Hbf;MZ Kaiserbr. Ost - Wiesbaden
3529;100420059;100640023;  4,2 +  59;  6,4 +  23;Abzw Mainz Kaiserbrücke Ost, W 704 - Wiesbaden Ost, W 494;Kaiserbr. Ost - WI Ost, W 494
3530;100730083;103360032;  7,3 +  83; 33,6 +  32;Mainz-Bischofsheim, W 6 - Darmstadt Hbf, W 314;Mainz-Bischofsheim - Darmstadt
3531;100000004;100170086;  0,0 +   4;  1,7 +  86;Abzw Kostheim, W 1 - Abzw Kostheim Ost, W 9;Kostheim - Kostheim Ost
3532;99999954;100140099;  0,0 + -45;  1,4 +  99;Mainz-Gustavsburg Hafen, Gl 11 - Mz-Gustavsburg, W 10;MZ-Gustavsburg - W 10
3533;105360028;105600029; 53,6 +  28; 56,0 +  29;Groß-Gerau-Dornberg, W 906 - Groß-Gerau, W 22;GG-Dornberg - Groß-Gerau
3534;105380046;105600000; 53,8 +  46; 56,0 +   0;Groß-Gerau-Dornberg, W 914 - Abzw Klein-Gerau Eichmühle, W 60;GG-Dornberg - Abzw Eichmühle
3535;101270096;101410006; 12,7 +  96; 14,1 +   6;Mainz-Bischofsheim, W 34 - W 136;Mainz-Bischofsheim, W34 - W136
3536;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - ehem. BK Abteischneise - Zellhausen;ehemalige Strecke 3536
3537;100000000;100010000;  0,0 +   0;  0,1 +   0;ehemalige Strecke - Weiterstadt Stockschn. - Darmstadt (Gegenr 3530);ehemalige Strecke 3537
3538;100420050;100750018;  4,2 +  50;  7,5 +  18;Mainz-Gustavsburg, W 3 - Mz-Bischofsheim, W 7;Mz-Gustavsburg - Mz-Bischofsh.
3539;100020048;100260041;  0,2 +  48;  2,6 +  41;Abzw Raunheim Mönchwald, W 103 - Abzw Raunheim Mönchhof, W 1;Abzw Mönchwald - Abzw Mönchhof
3540;102960052;103570089; 29,6 +  52; 35,7 +  89;Abzw Weiterstadt Stockschneise, W 503 - Darmstadt-Kranichstein, W 87;Stockschneise - Kranichstein
3541;104570010;106100089; 45,7 +  10; 61,0 +  89;Riedstadt-Goddelau - Darmstadt Hbf, W 157;Riedstadt-Goddelau - Darmstadt
3542;100000000;100440038;  0,0 +   0;  4,4 +  38;ehem. Bk Pallaswiese - Darmstadt Hbf, Gl 44;Pallaswiese - Darmstadt
